"ch_version","type","version","changes"
"25.3.8.23","Session","24.4","[('input_format_json_throw_on_bad_escape_sequence','1','1','Allow to save JSON strings with bad escape sequences'),('max_parsing_threads','0','0','Add a separate setting to control number of threads in parallel parsing from files'),('ignore_drop_queries_probability','0','0','Allow to ignore drop queries in server with specified probability for testing purposes'),('lightweight_deletes_sync','2','2','The same as \'mutation_sync\', but controls only execution of lightweight deletes'),('query_cache_system_table_handling','save','throw','The query cache no longer caches results of queries against system tables'),('input_format_json_ignore_unnecessary_fields','0','1','Ignore unnecessary fields and not parse them. Enabling this may not throw exceptions on json strings of invalid format or with duplicated fields'),('input_format_hive_text_allow_variable_number_of_columns','0','1','Ignore extra columns in Hive Text input (if file has more columns than expected) and treat missing fields in Hive Text input as default values.'),('allow_experimental_database_replicated','0','1','Database engine Replicated is now in Beta stage'),('temporary_data_in_cache_reserve_space_wait_lock_timeout_milliseconds','600000','600000','Wait time to lock cache for sapce reservation in temporary data in filesystem cache'),('optimize_rewrite_sum_if_to_count_if','0','1','Only available for the analyzer, where it works correctly'),('azure_allow_parallel_part_upload','true','true','Use multiple threads for azure multipart upload.'),('max_recursive_cte_evaluation_depth','1000','1000','Maximum limit on recursive CTE evaluation depth'),('query_plan_convert_outer_join_to_inner_join','0','1','Allow to convert OUTER JOIN to INNER JOIN if filter after JOIN always filters default values')]"
"25.3.8.23","Session","24.3","[('s3_connect_timeout_ms','1000','1000','Introduce new dedicated setting for s3 connection timeout'),('allow_experimental_shared_merge_tree','0','1','The setting is obsolete'),('use_page_cache_for_disks_without_file_cache','0','0','Added userspace page cache'),('read_from_page_cache_if_exists_otherwise_bypass_cache','0','0','Added userspace page cache'),('page_cache_inject_eviction','0','0','Added userspace page cache'),('default_table_engine','None','MergeTree','Set default table engine to MergeTree for better usability'),('input_format_json_use_string_type_for_ambiguous_paths_in_named_tuples_inference_from_objects','0','0','Allow to use String type for ambiguous paths during named tuple inference from JSON objects'),('traverse_shadow_remote_data_paths','0','0','Traverse shadow directory when query system.remote_data_paths.'),('throw_if_deduplication_in_dependent_materialized_views_enabled_with_async_insert','0','1','Deduplication in dependent materialized view cannot work together with async inserts.'),('parallel_replicas_allow_in_with_subquery','0','1','If true, subquery for IN will be executed on every follower replica'),('log_processors_profiles','0','1','Enable by default'),('function_locate_has_mysql_compatible_argument_order','0','1','Increase compatibility with MySQL\'s locate function.'),('allow_suspicious_primary_key','1','0','Forbid suspicious PRIMARY KEY/ORDER BY for MergeTree (i.e. SimpleAggregateFunction)'),('filesystem_cache_reserve_space_wait_lock_timeout_milliseconds','1000','1000','Wait time to lock cache for sapce reservation in filesystem cache'),('max_parser_backtracks','0','1000000','Limiting the complexity of parsing'),('analyzer_compatibility_join_using_top_level_identifier','0','0','Force to resolve identifier in JOIN USING from projection'),('distributed_insert_skip_read_only_replicas','0','0','If true, INSERT into Distributed will skip read-only replicas'),('keeper_max_retries','10','10','Max retries for general keeper operations'),('keeper_retry_initial_backoff_ms','100','100','Initial backoff timeout for general keeper operations'),('keeper_retry_max_backoff_ms','5000','5000','Max backoff timeout for general keeper operations'),('s3queue_allow_experimental_sharded_mode','0','0','Enable experimental sharded mode of S3Queue table engine. It is experimental because it will be rewritten'),('allow_experimental_analyzer','0','1','Enable analyzer and planner by default.'),('merge_tree_read_split_ranges_into_intersecting_and_non_intersecting_injection_probability','0','0','For testing of `PartsSplitter` - split read ranges into intersecting and non intersecting every time you read from MergeTree with the specified probability.'),('allow_get_client_http_header','0','0','Introduced a new function.'),('output_format_pretty_row_numbers','0','1','It is better for usability.'),('output_format_pretty_max_value_width_apply_for_single_value','1','0','Single values in Pretty formats won\'t be cut.'),('output_format_parquet_string_as_string','0','1','ClickHouse allows arbitrary binary data in the String data type, which is typically UTF-8. Parquet/ORC/Arrow Strings only support UTF-8. That\'s why you can choose which Arrow\'s data type to use for the ClickHouse String data type - String or Binary. While Binary would be more correct and compatible, using String by default will correspond to user expectations in most cases.'),('output_format_orc_string_as_string','0','1','ClickHouse allows arbitrary binary data in the String data type, which is typically UTF-8. Parquet/ORC/Arrow Strings only support UTF-8. That\'s why you can choose which Arrow\'s data type to use for the ClickHouse String data type - String or Binary. While Binary would be more correct and compatible, using String by default will correspond to user expectations in most cases.'),('output_format_arrow_string_as_string','0','1','ClickHouse allows arbitrary binary data in the String data type, which is typically UTF-8. Parquet/ORC/Arrow Strings only support UTF-8. That\'s why you can choose which Arrow\'s data type to use for the ClickHouse String data type - String or Binary. While Binary would be more correct and compatible, using String by default will correspond to user expectations in most cases.'),('output_format_parquet_compression_method','lz4','zstd','Parquet/ORC/Arrow support many compression methods, including lz4 and zstd. ClickHouse supports each and every compression method. Some inferior tools, such as \'duckdb\', lack support for the faster `lz4` compression method, that\'s why we set zstd by default.'),('output_format_orc_compression_method','lz4','zstd','Parquet/ORC/Arrow support many compression methods, including lz4 and zstd. ClickHouse supports each and every compression method. Some inferior tools, such as \'duckdb\', lack support for the faster `lz4` compression method, that\'s why we set zstd by default.'),('output_format_pretty_highlight_digit_groups','0','1','If enabled and if output is a terminal, highlight every digit corresponding to the number of thousands, millions, etc. with underline.'),('geo_distance_returns_float64_on_float64_arguments','0','1','Increase the default precision.'),('azure_max_inflight_parts_for_one_file','20','20','The maximum number of a concurrent loaded parts in multipart upload request. 0 means unlimited.'),('azure_strict_upload_part_size','0','0','The exact size of part to upload during multipart upload to Azure blob storage.'),('azure_min_upload_part_size','16777216','16777216','The minimum size of part to upload during multipart upload to Azure blob storage.'),('azure_max_upload_part_size','5368709120','5368709120','The maximum size of part to upload during multipart upload to Azure blob storage.'),('azure_upload_part_size_multiply_factor','2','2','Multiply azure_min_upload_part_size by this factor each time azure_multiply_parts_count_threshold parts were uploaded from a single write to Azure blob storage.'),('azure_upload_part_size_multiply_parts_count_threshold','500','500','Each time this number of parts was uploaded to Azure blob storage, azure_min_upload_part_size is multiplied by azure_upload_part_size_multiply_factor.'),('output_format_csv_serialize_tuple_into_separate_columns','1','1','A new way of how interpret tuples in CSV format was added.'),('input_format_csv_deserialize_separate_columns_into_tuple','1','1','A new way of how interpret tuples in CSV format was added.'),('input_format_csv_try_infer_strings_from_quoted_tuples','1','1','A new way of how interpret tuples in CSV format was added.')]"
"25.3.8.23","Session","24.2","[('allow_suspicious_variant_types','1','0','Don\'t allow creating Variant type with suspicious variants by default'),('validate_experimental_and_suspicious_types_inside_nested_types','0','1','Validate usage of experimental and suspicious types inside nested types'),('output_format_values_escape_quote_with_quote','0','0','If true escape \' with \'\', otherwise quoted with \\\''),('output_format_pretty_single_large_number_tip_threshold','0','1000000','Print a readable number tip on the right side of the table if the block consists of a single number which exceeds this value (except 0)'),('input_format_try_infer_exponent_floats','1','0','Don\'t infer floats in exponential notation by default'),('query_plan_optimize_prewhere','1','1','Allow to push down filter to PREWHERE expression for supported storages'),('async_insert_max_data_size','1000000','10485760','The previous value appeared to be too small.'),('async_insert_poll_timeout_ms','10','10','Timeout in milliseconds for polling data from asynchronous insert queue'),('async_insert_use_adaptive_busy_timeout','0','1','Use adaptive asynchronous insert timeout'),('async_insert_busy_timeout_min_ms','50','50','The minimum value of the asynchronous insert timeout in milliseconds; it also serves as the initial value, which may be increased later by the adaptive algorithm'),('async_insert_busy_timeout_max_ms','200','200','The minimum value of the asynchronous insert timeout in milliseconds; async_insert_busy_timeout_ms is aliased to async_insert_busy_timeout_max_ms'),('async_insert_busy_timeout_increase_rate','0.2','0.2','The exponential growth rate at which the adaptive asynchronous insert timeout increases'),('async_insert_busy_timeout_decrease_rate','0.2','0.2','The exponential growth rate at which the adaptive asynchronous insert timeout decreases'),('format_template_row_format','','','Template row format string can be set directly in query'),('format_template_resultset_format','','','Template result set format string can be set in query'),('split_parts_ranges_into_intersecting_and_non_intersecting_final','1','1','Allow to split parts ranges into intersecting and non intersecting during FINAL optimization'),('split_intersecting_parts_ranges_into_layers_final','1','1','Allow to split intersecting parts ranges into layers during FINAL optimization'),('azure_max_single_part_copy_size','268435456','268435456','The maximum size of object to copy using single part copy to Azure blob storage.'),('min_external_table_block_size_rows','1048449','1048449','Squash blocks passed to external table to specified size in rows, if blocks are not big enough'),('min_external_table_block_size_bytes','268402944','268402944','Squash blocks passed to external table to specified size in bytes, if blocks are not big enough.'),('parallel_replicas_prefer_local_join','1','1','If true, and JOIN can be executed with parallel replicas algorithm, and all storages of right JOIN part are *MergeTree, local JOIN will be used instead of GLOBAL JOIN.'),('optimize_time_filter_with_preimage','1','1','Optimize Date and DateTime predicates by converting functions into equivalent comparisons without conversions (e.g. toYear(col) = 2023 -> col >= \'2023-01-01\' AND col <= \'2023-12-31\')'),('extract_key_value_pairs_max_pairs_per_row','0','0','Max number of pairs that can be produced by the `extractKeyValuePairs` function. Used as a safeguard against consuming too much memory.'),('default_view_definer','CURRENT_USER','CURRENT_USER','Allows to set default `DEFINER` option while creating a view'),('default_materialized_view_sql_security','DEFINER','DEFINER','Allows to set a default value for SQL SECURITY option when creating a materialized view'),('default_normal_view_sql_security','INVOKER','INVOKER','Allows to set default `SQL SECURITY` option while creating a normal view'),('mysql_map_string_to_text_in_show_columns','0','1','Reduce the configuration effort to connect ClickHouse with BI tools.'),('mysql_map_fixed_string_to_text_in_show_columns','0','1','Reduce the configuration effort to connect ClickHouse with BI tools.')]"
"25.3.8.23","Session","24.1","[('print_pretty_type_names','0','1','Better user experience.'),('input_format_json_read_bools_as_strings','0','1','Allow to read bools as strings in JSON formats by default'),('output_format_arrow_use_signed_indexes_for_dictionary','0','1','Use signed indexes type for Arrow dictionaries by default as it\'s recommended'),('allow_experimental_variant_type','0','0','Add new experimental Variant type'),('use_variant_as_common_type','0','0','Allow to use Variant in if/multiIf if there is no common type'),('output_format_arrow_use_64_bit_indexes_for_dictionary','0','0','Allow to use 64 bit indexes type in Arrow dictionaries'),('parallel_replicas_mark_segment_size','128','128','Add new setting to control segment size in new parallel replicas coordinator implementation'),('ignore_materialized_views_with_dropped_target_table','0','0','Add new setting to allow to ignore materialized views with dropped target table'),('output_format_compression_level','3','3','Allow to change compression level in the query output'),('output_format_compression_zstd_window_log','0','0','Allow to change zstd window log in the query output when zstd compression is used'),('enable_zstd_qat_codec','0','0','Add new ZSTD_QAT codec'),('enable_vertical_final','0','1','Use vertical final by default'),('output_format_arrow_use_64_bit_indexes_for_dictionary','0','0','Allow to use 64 bit indexes type in Arrow dictionaries'),('max_rows_in_set_to_optimize_join','100000','0','Disable join optimization as it prevents from read in order optimization'),('output_format_pretty_color','1','auto','Setting is changed to allow also for auto value, disabling ANSI escapes if output is not a tty'),('function_visible_width_behavior','0','1','We changed the default behavior of `visibleWidth` to be more precise'),('max_estimated_execution_time','0','0','Separate max_execution_time and max_estimated_execution_time'),('iceberg_engine_ignore_schema_evolution','0','0','Allow to ignore schema evolution in Iceberg table engine'),('optimize_injective_functions_in_group_by','0','1','Replace injective functions by it\'s arguments in GROUP BY section in analyzer'),('update_insert_deduplication_token_in_dependent_materialized_views','0','0','Allow to update insert deduplication token with table identifier during insert in dependent materialized views'),('azure_max_unexpected_write_error_retries','4','4','The maximum number of retries in case of unexpected errors during Azure blob storage write'),('split_parts_ranges_into_intersecting_and_non_intersecting_final','0','1','Allow to split parts ranges into intersecting and non intersecting during FINAL optimization'),('split_intersecting_parts_ranges_into_layers_final','1','1','Allow to split intersecting parts ranges into layers during FINAL optimization')]"
"25.3.8.23","Session","23.12","[('allow_suspicious_ttl_expressions','1','0','It is a new setting, and in previous versions the behavior was equivalent to allowing.'),('input_format_parquet_allow_missing_columns','0','1','Allow missing columns in Parquet files by default'),('input_format_orc_allow_missing_columns','0','1','Allow missing columns in ORC files by default'),('input_format_arrow_allow_missing_columns','0','1','Allow missing columns in Arrow files by default')]"
"25.3.8.23","Session","23.11","[('parsedatetime_parse_without_leading_zeros','0','1','Improved compatibility with MySQL DATE_FORMAT/STR_TO_DATE')]"
"25.3.8.23","Session","23.9","[('optimize_group_by_constant_keys','0','1','Optimize group by constant keys by default'),('input_format_json_try_infer_named_tuples_from_objects','0','1','Try to infer named Tuples from JSON objects by default'),('input_format_json_read_numbers_as_strings','0','1','Allow to read numbers as strings in JSON formats by default'),('input_format_json_read_arrays_as_strings','0','1','Allow to read arrays as strings in JSON formats by default'),('input_format_json_infer_incomplete_types_as_strings','0','1','Allow to infer incomplete types as Strings in JSON formats by default'),('input_format_json_try_infer_numbers_from_strings','1','0','Don\'t infer numbers from strings in JSON formats by default to prevent possible parsing errors'),('http_write_exception_in_output_format','0','1','Output valid JSON/XML on exception in HTTP streaming.')]"
"25.3.8.23","Session","23.8","[('rewrite_count_distinct_if_with_count_distinct_implementation','0','1','Rewrite countDistinctIf with count_distinct_implementation configuration')]"
"25.3.8.23","Session","23.7","[('function_sleep_max_microseconds_per_block','0','3000000','In previous versions, the maximum sleep time of 3 seconds was applied only for `sleep`, but not for `sleepEachRow` function. In the new version, we introduce this setting. If you set compatibility with the previous versions, we will disable the limit altogether.')]"
"25.3.8.23","Session","23.6","[('http_send_timeout','180','30','3 minutes seems crazy long. Note that this is timeout for a single network write call, not for the whole upload operation.'),('http_receive_timeout','180','30','See http_send_timeout.')]"
"25.3.8.23","Session","23.5","[('input_format_parquet_preserve_order','1','0','Allow Parquet reader to reorder rows for better parallelism.'),('parallelize_output_from_storages','0','1','Allow parallelism when executing queries that read from file/url/s3/etc. This may reorder rows.'),('use_with_fill_by_sorting_prefix','0','1','Columns preceding WITH FILL columns in ORDER BY clause form sorting prefix. Rows with different values in sorting prefix are filled independently'),('output_format_parquet_compliant_nested_types','0','1','Change an internal field name in output Parquet file schema.')]"
"25.3.8.23","Session","23.4","[('allow_suspicious_indices','1','0','If true, index can defined with identical expressions'),('allow_nonconst_timezone_arguments','1','0','Allow non-const timezone arguments in certain time-related functions like toTimeZone(), fromUnixTimestamp*(), snowflakeToDateTime*().'),('connect_timeout_with_failover_ms','50','1000','Increase default connect timeout because of async connect'),('connect_timeout_with_failover_secure_ms','100','1000','Increase default secure connect timeout because of async connect'),('hedged_connection_timeout_ms','100','50','Start new connection in hedged requests after 50 ms instead of 100 to correspond with previous connect timeout'),('formatdatetime_f_prints_single_zero','1','0','Improved compatibility with MySQL DATE_FORMAT()/STR_TO_DATE()'),('formatdatetime_parsedatetime_m_is_month_name','0','1','Improved compatibility with MySQL DATE_FORMAT/STR_TO_DATE')]"
"25.3.8.23","Session","23.3","[('output_format_parquet_version','1.0','2.latest','Use latest Parquet format version for output format'),('input_format_json_ignore_unknown_keys_in_named_tuple','0','1','Improve parsing JSON objects as named tuples'),('input_format_native_allow_types_conversion','0','1','Allow types conversion in Native input forma'),('output_format_arrow_compression_method','none','lz4_frame','Use lz4 compression in Arrow output format by default'),('output_format_parquet_compression_method','snappy','lz4','Use lz4 compression in Parquet output format by default'),('output_format_orc_compression_method','none','lz4_frame','Use lz4 compression in ORC output format by default'),('async_query_sending_for_remote','0','1','Create connections and send query async across shards')]"
"25.3.8.23","Session","23.2","[('output_format_parquet_fixed_string_as_fixed_byte_array','0','1','Use Parquet FIXED_LENGTH_BYTE_ARRAY type for FixedString by default'),('output_format_arrow_fixed_string_as_fixed_byte_array','0','1','Use Arrow FIXED_SIZE_BINARY type for FixedString by default'),('query_plan_remove_redundant_distinct','0','1','Remove redundant Distinct step in query plan'),('optimize_duplicate_order_by_and_distinct','1','0','Remove duplicate ORDER BY and DISTINCT if it\'s possible'),('insert_keeper_max_retries','0','20','Enable reconnections to Keeper on INSERT, improve reliability')]"
"25.3.8.23","Session","23.1","[('input_format_json_read_objects_as_strings','0','1','Enable reading nested json objects as strings while object type is experimental'),('input_format_json_defaults_for_missing_elements_in_named_tuple','0','1','Allow missing elements in JSON objects while reading named tuples by default'),('input_format_csv_detect_header','0','1','Detect header in CSV format by default'),('input_format_tsv_detect_header','0','1','Detect header in TSV format by default'),('input_format_custom_detect_header','0','1','Detect header in CustomSeparated format by default'),('query_plan_remove_redundant_sorting','0','1','Remove redundant sorting in query plan. For example, sorting steps related to ORDER BY clauses in subqueries')]"
"25.3.8.23","Session","22.12","[('max_size_to_preallocate_for_aggregation','10000000','100000000','This optimizes performance'),('query_plan_aggregation_in_order','0','1','Enable some refactoring around query plan'),('format_binary_max_string_size','0','1073741824','Prevent allocating large amount of memory')]"
"25.3.8.23","Session","22.11","[('use_structure_from_insertion_table_in_table_functions','0','2','Improve using structure from insertion table in table functions')]"
"25.3.8.23","Session","22.9","[('force_grouping_standard_compatibility','0','1','Make GROUPING function output the same as in SQL standard and other DBMS')]"
"25.3.8.23","Session","22.7","[('cross_to_inner_join_rewrite','1','2','Force rewrite comma join to inner'),('enable_positional_arguments','0','1','Enable positional arguments feature by default'),('format_csv_allow_single_quotes','1','0','Most tools don\'t treat single quote in CSV specially, don\'t do it by default too')]"
"25.3.8.23","Session","22.6","[('output_format_json_named_tuples_as_objects','0','1','Allow to serialize named tuples as JSON objects in JSON formats by default'),('input_format_skip_unknown_fields','0','1','Optimize reading subset of columns for some input formats')]"
"25.3.8.23","Session","22.5","[('memory_overcommit_ratio_denominator','0','1073741824','Enable memory overcommit feature by default'),('memory_overcommit_ratio_denominator_for_user','0','1073741824','Enable memory overcommit feature by default')]"
"25.3.8.23","Session","22.4","[('allow_settings_after_format_in_insert','1','0','Do not allow SETTINGS after FORMAT for INSERT queries because ClickHouse interpret SETTINGS as some values, which is misleading')]"
"25.3.8.23","Session","22.3","[('cast_ipv4_ipv6_default_on_conversion_error','1','0','Make functions cast(value, \'IPv4\') and cast(value, \'IPv6\') behave same as toIPv4 and toIPv6 functions')]"
"25.3.8.23","Session","21.12","[('stream_like_engine_allow_direct_select','1','0','Do not allow direct select for Kafka/RabbitMQ/FileLog by default')]"
"25.3.8.23","Session","21.9","[('output_format_decimal_trailing_zeros','1','0','Do not output trailing zeros in text representation of Decimal types by default for better looking output'),('use_hedged_requests','0','1','Enable Hedged Requests feature by default')]"
"25.3.8.23","Session","21.7","[('legacy_column_name_of_tuple_literal','1','0','Add this setting only for compatibility reasons. It makes sense to set to \'true\', while doing rolling update of cluster from version lower than 21.7 to higher')]"
"25.3.8.23","Session","21.5","[('async_socket_for_remote','0','1','Fix all problems and turn on asynchronous reads from socket for remote queries by default again')]"
"25.3.8.23","Session","21.3","[('async_socket_for_remote','1','0','Turn off asynchronous reads from socket for remote queries because of some problems'),('optimize_normalize_count_variants','0','1','Rewrite aggregate functions that semantically equals to count() as count() by default'),('normalize_function_names','0','1','Normalize function names to their canonical names, this was needed for projection query routing')]"
"25.3.8.23","Session","21.2","[('enable_global_with_statement','0','1','Propagate WITH statements to UNION queries and all subqueries by default')]"
"25.3.8.23","Session","21.1","[('insert_quorum_parallel','0','1','Use parallel quorum inserts by default. It is significantly more convenient to use than sequential quorum inserts'),('input_format_null_as_default','0','1','Allow to insert NULL as default for input formats by default'),('optimize_on_insert','0','1','Enable data optimization on INSERT by default for better user experience'),('use_compact_format_in_distributed_parts_names','0','1','Use compact format for async INSERT into Distributed tables by default')]"
"25.3.8.23","Session","20.10","[('format_regexp_escaping_rule','Escaped','Raw','Use Raw as default escaping rule for Regexp format to male the behaviour more like to what users expect')]"
"25.3.8.23","Session","20.7","[('show_table_uuid_in_table_create_query_if_not_nil','1','0','Stop showing  UID of the table in its CREATE query for Engine=Atomic')]"
"25.3.8.23","Session","20.5","[('input_format_with_names_use_header','0','1','Enable using header with names for formats with WithNames/WithNamesAndTypes suffixes'),('allow_suspicious_codecs','1','0','Don\'t allow to specify meaningless compression codecs')]"
"25.3.8.23","Session","20.4","[('validate_polygons','0','1','Throw exception if polygon is invalid in function pointInPolygon by default instead of returning possibly wrong results')]"
"25.3.8.23","Session","19.18","[('enable_scalar_subquery_optimization','0','1','Prevent scalar subqueries from (de)serializing large scalar values and possibly avoid running the same subquery more than once')]"
"25.3.8.23","Session","19.14","[('any_join_distinct_right_table_keys','1','0','Disable ANY RIGHT and ANY FULL JOINs by default to avoid inconsistency')]"
"25.3.8.23","Session","19.12","[('input_format_defaults_for_omitted_fields','0','1','Enable calculation of complex default expressions for omitted fields for some input formats, because it should be the expected behaviour')]"
"25.3.8.23","Session","19.5","[('max_partitions_per_insert_block','0','100','Add a limit for the number of partitions in one block')]"
"25.3.8.23","Session","18.12.17","[('enable_optimize_predicate_expression','0','1','Optimize predicates to subqueries by default')]"
"25.3.8.23","MergeTree","25.4","[]"
"25.3.8.23","MergeTree","25.3","[('shared_merge_tree_enable_keeper_parts_extra_data','0','0','New setting'),('zero_copy_merge_mutation_min_parts_size_sleep_no_scale_before_lock','0','0','New setting'),('enable_replacing_merge_with_cleanup_for_min_age_to_force_merge','0','0','New setting to allow automatic cleanup merges for ReplacingMergeTree')]"
"25.3.8.23","MergeTree","25.2","[('shared_merge_tree_initial_parts_update_backoff_ms','50','50','New setting'),('shared_merge_tree_max_parts_update_backoff_ms','5000','5000','New setting'),('shared_merge_tree_interserver_http_connection_timeout_ms','100','100','New setting'),('columns_and_secondary_indices_sizes_lazy_calculation','1','1','New setting to calculate columns and indices sizes lazily'),('table_disk','0','0','New setting'),('allow_reduce_blocking_parts_task','0','1','Now SMT will remove stale blocking parts from ZooKeeper by default'),('shared_merge_tree_max_suspicious_broken_parts','0','0','Max broken parts for SMT, if more - deny automatic detach'),('shared_merge_tree_max_suspicious_broken_parts_bytes','0','0','Max size of all broken parts for SMT, if more - deny automatic detach')]"
"25.3.8.23","MergeTree","25.1","[('shared_merge_tree_try_fetch_part_in_memory_data_from_replicas','0','0','New setting to fetch parts data from other replicas'),('enable_max_bytes_limit_for_min_age_to_force_merge','0','0','Added new setting to limit max bytes for min_age_to_force_merge.'),('enable_max_bytes_limit_for_min_age_to_force_merge','0','0','New setting'),('add_minmax_index_for_numeric_columns','0','0','New setting'),('add_minmax_index_for_string_columns','0','0','New setting'),('materialize_skip_indexes_on_merge','1','1','New setting'),('merge_max_bytes_to_prewarm_cache','1073741824','1073741824','Cloud sync'),('merge_total_max_bytes_to_prewarm_cache','16106127360','16106127360','Cloud sync'),('reduce_blocking_parts_sleep_ms','5000','5000','Cloud sync'),('number_of_partitions_to_consider_for_merge','10','10','Cloud sync'),('shared_merge_tree_enable_outdated_parts_check','1','1','Cloud sync'),('shared_merge_tree_max_parts_update_leaders_in_total','6','6','Cloud sync'),('shared_merge_tree_max_parts_update_leaders_per_az','2','2','Cloud sync'),('shared_merge_tree_leader_update_period_seconds','30','30','Cloud sync'),('shared_merge_tree_leader_update_period_random_add_seconds','10','10','Cloud sync'),('shared_merge_tree_read_virtual_parts_from_leader','1','1','Cloud sync'),('shared_merge_tree_interserver_http_timeout_ms','10000','10000','Cloud sync'),('shared_merge_tree_max_replicas_for_parts_deletion','10','10','Cloud sync'),('shared_merge_tree_max_replicas_to_merge_parts_for_each_parts_range','5','5','Cloud sync'),('shared_merge_tree_use_outdated_parts_compact_format','0','0','Cloud sync'),('shared_merge_tree_memo_ids_remove_timeout_seconds','1800','1800','Cloud sync'),('shared_merge_tree_idle_parts_update_seconds','3600','3600','Cloud sync'),('shared_merge_tree_max_outdated_parts_to_process_at_once','1000','1000','Cloud sync'),('shared_merge_tree_postpone_next_merge_for_locally_merged_parts_rows_threshold','1000000','1000000','Cloud sync'),('shared_merge_tree_postpone_next_merge_for_locally_merged_parts_ms','0','0','Cloud sync'),('shared_merge_tree_range_for_merge_window_size','10','10','Cloud sync'),('shared_merge_tree_use_too_many_parts_count_from_virtual_parts','0','0','Cloud sync'),('shared_merge_tree_create_per_replica_metadata_nodes','1','1','Cloud sync'),('shared_merge_tree_use_metadata_hints_cache','1','1','Cloud sync'),('notify_newest_block_number','0','0','Cloud sync'),('allow_reduce_blocking_parts_task','0','0','Cloud sync')]"
"25.3.8.23","MergeTree","24.12","[('enforce_index_structure_match_on_partition_manipulation','1','0','New setting'),('use_primary_key_cache','0','0','New setting'),('prewarm_primary_key_cache','0','0','New setting'),('min_bytes_to_prewarm_caches','0','0','New setting'),('allow_experimental_reverse_key','0','0','New setting')]"
"25.3.8.23","MergeTree","24.11","[]"
"25.3.8.23","MergeTree","24.10","[]"
"25.3.8.23","MergeTree","24.9","[]"
"25.3.8.23","MergeTree","24.8","[('deduplicate_merge_projection_mode','ignore','throw','Do not allow to create inconsistent projection')]"
